,Place_name,Latitude,Longitude,Address,Borough,Neighborhood,Category_name
27,Your Bronx Dentist,40.87802,-73.879256,"3310 Bainbridge Ave, Bronx, NY 10467",Bronx,Norwood,Optometrist
27,NewYork-Presbyterian Brooklyn Methodist Hospital,40.667859,-73.979245,"506 6th St (7th Ave.), Brooklyn, NY 11215",Brooklyn,Park Slope,Optometrist
27,NYU Langone Preston Robert Tisch Center for Men's Health,40.761223,-73.972933,"555 Madison Ave (55th Street), New York, NY 10022",New York,East Side,Optometrist
27,Mirkin Jean Optcn,40.580139,-73.837617,"253 Beach 116th St, New York, NY 11694",New York,Boardwalk,Optometrist
27,Nathan Griner DDS,40.595497,-73.741805,"711 Seagirt Ave, Far Rockaway, NY 11691",Far Rockaway,Far Rockaway,Optometrist
27,Tend,40.754545,-73.97643,"230 Park Ave, New York, NY 10169",New York,East Side,Optometrist
27,Regional Radiology,40.635181,-74.106907,"360 Bard Ave (at Castleton Ave), Staten Island, NY 10310",Staten Island,Randall Manor,Optometrist
28,Montefiore Medical Group - Bay Plaza,40.868088,-73.824425,"2100 Bartow Ave, Bronx, NY 10475",Bronx,Coop City,Doctor's Office
28,Weiss & Chassen DDS,40.856603,-73.86135,"918 Pelham Pkwy S, Bronx, NY 10462",Bronx,Pelham Parkway,Doctor's Office
28,Wartburg,40.917657,-73.813403,"1 Wartburg Pl, Mount Vernon, NY 10552",Mount Vernon,Wakefield,Doctor's Office
28,Montefiore Medical Center,40.880007,-73.879724,"111 E 210th St, Bronx, NY 10467",Bronx,Norwood,Doctor's Office
28,Mosholu Medical Group,40.9055,-73.899026,"5750 Mosholu Ave, Bronx, NY 10471",Bronx,Fildston,Doctor's Office
28,Montefiore Hospital Clinic Building,40.880993,-73.881293,"3444 Kossuth Ave (East Gun Hill Rd), Bronx, NY 10467",Bronx,Norwood,Doctor's Office
28,"Steven Berkowitz, DDS",40.881423,-73.904127,"237 W 233rd St, Bronx, NY 10463",Bronx,Kings Bridge,Doctor's Office
28,Cuomo Family Chiropractic Center,40.856519,-73.856269,"2143 Williamsbridge Rd, Bronx, NY 10461",Bronx,Allerton,Doctor's Office
28,Broadway Eye Care,40.869732,-73.827723,"2075 Bartow Ave, Bronx, NY 10475",Bronx,Coop City,Doctor's Office
28,Jacquelyn B Afari,40.861627,-73.86972,"2409 Barker Ave, Bronx, NY 10467",Bronx,Allerton,Doctor's Office
28,Yai,40.839094,-73.836557,"3060 E Tremont Ave, Bronx, NY 10461",Bronx,Schuylerville,Doctor's Office
28,Dr Biagiotti's Office,40.83859,-73.835139,"Tremont Ave (Duddley Ave), Bronx, NY 10461",Bronx,Unionport,Doctor's Office
28,"Mount Sinai Doctors-Inwood, Urgent Care",40.868983,-73.916883,"5030 Broadway, New York, NY 10034",New York,Inwood,Doctor's Office
28,Bronx Lebanon - Fulton Division,40.831428,-73.902953,"1276 Fulton Ave (E 169th St), Bronx, NY 10456",Bronx,Morrisania,Doctor's Office
28,"Mount Sinai Doctors-Inwood, Urgent Care",40.868983,-73.916883,"5030 Broadway, New York, NY 10034",New York,Inwood,Doctor's Office
28,CityMD Riverdale,40.884499,-73.900169,"193 W 237th St, Bronx, NY 10463",Bronx,Kings Bridge,Doctor's Office
28,Montefiore Medical Center Jack D. Weiler Hospital Emergency Department,40.849057,-73.846063,"Albert Einstein Hospital (1825 Eastchester Rd), Bronx, NY 10461",Bronx,Westchester,Doctor's Office
28,NYC Health + Hospitals/Jacobi,40.855915,-73.84618,"1400 Pelham Pkwy S (at Eastchester Rd), Bronx, NY 10461",Bronx,Pelham Parkway,Doctor's Office
28,Hudson Supervised Residence,40.823028,-73.948963,"1649 Amsterdam Ave, New York, NY 10031",New York,Hamilton Grange,Doctor's Office
28,"Theradynamics Physical Rehab, PC",40.80735,-73.953695,"2235 Frederick Douglass Blvd, New York, NY 10027",New York,Central Harlem,Doctor's Office
28,Mount Sinai Morningside Main Hospital Entrance,40.805632,-73.961413,"1111 Amsterdam Ave (at West 114th St.), New York, NY 10025",New York,Harlem,Doctor's Office
28,Mount Sinai Morningside Main Hospital Entrance,40.805632,-73.961413,"1111 Amsterdam Ave (at West 114th St.), New York, NY 10025",New York,Harlem,Doctor's Office
28,21 Avenue Animal Clinic PC,40.782063,-73.913911,"2127 21st Ave, Astoria, NY 11105",Astoria,Astoria,Doctor's Office
28,Bronx Medical & Dental Plaza,40.84648,-73.885049,"817 E 180th St, Bronx, NY 10460",Bronx,East Tremont,Doctor's Office
28,Morgan Stanley Children's Hospital,40.839697,-73.941596,"3959 Broadway (at W 165th St), New York, NY 10032",New York,Uptown,Doctor's Office
28,Kaseman Family Chiropractic,40.831207,-73.826387,"3505 E Tremont Ave, Bronx, NY 10465",Bronx,Schuvilerville,Doctor's Office
28,Montefiore Medical Center,40.812593,-73.90461,"555 Prospect Ave, Bronx, NY 10455",Bronx,John Adams Houses,Doctor's Office
28,Teperman Sheldon MD,40.84604,-73.845779,"1575 Blondell Ave, Bronx, NY 10461",Bronx,Westchester,Doctor's Office
28,Guerrero William E Odpc,40.826391,-73.822277,"3730 E Tremont Ave, Bronx, NY 10465",Bronx,Schuvilerville,Doctor's Office
28,Metro Optics Eyewear - Throggs Neck,40.823466,-73.83735,"815 Hutchinson River Pkwy, Bronx, NY 10465",Bronx,Castle Hill,Doctor's Office
28,Industrial Medicine Associates,40.852053,-73.828271,"3250 Westchester Ave (@ St. Paul Ave), Bronx, NY 10461",Bronx,Westchester,Doctor's Office
28,University Diagnostic Medical Imaging Pc,40.844259,-73.839413,"1200 Waters Pl, Bronx, NY 10461",Bronx,Westchester,Doctor's Office
28,Dr Biagiotti's Office,40.83859,-73.835139,"Tremont Ave (Duddley Ave), Bronx, NY 10461",Bronx,Unionport,Doctor's Office
28,"Pinzon, Robin Dr-Riverdale Family Practice",40.879976,-73.907795,"3050 Corlear Ave (at 231st St.), Bronx, NY 10463",Bronx,Kings Bridge,Doctor's Office
28,Dr Raja Ogirala Office,40.883074,-73.878173,"3563 Bainbridge Ave (Gunhill road), Bronx, NY 10467",Bronx,Norwood,Doctor's Office
28,J Bonds Counseling and Healing,40.848128,-73.85697,"981 Morris Park Ave, Bronx, NY 10462",Bronx,Van Nest,Doctor's Office
28,Peninsula Community Health Center,40.823349,-73.856548,"1967 Turnbull Ave, Bronx, NY 10473",Bronx,Clason Point,Doctor's Office
28,Peninsula Community Health Center,40.823349,-73.856548,"1967 Turnbull Ave, Bronx, NY 10473",Bronx,Clason Point,Doctor's Office
28,Teperman Sheldon MD,40.84604,-73.845779,"1575 Blondell Ave, Bronx, NY 10461",Bronx,Westchester,Doctor's Office
28,Our Lady of Mercy Dnt Clinic,40.895479,-73.860363,"4234 Bronx Blvd, Bronx, NY 10466",Bronx,Williamsbridge,Doctor's Office
28,Jacquelyn B Afari,40.861627,-73.86972,"2409 Barker Ave, Bronx, NY 10467",Bronx,Allerton,Doctor's Office
28,Healthway Medical Care Pc,40.850201,-73.893546,"552 E 180th St, Bronx, NY 10457",Bronx,East Tremont,Doctor's Office
28,"William E Guerrero, OD - William E Guerrero PC",40.826393,-73.82219,"3730 E Tremont Ave, Bronx, NY 10465",Bronx,Schuvilerville,Doctor's Office
28,Family Care Center,40.88083,-73.881331,"3444 Kossuth Ave (Gunhill Road & 210th Street), Bronx, NY 10467",Bronx,Norwood,Doctor's Office
28,8th Ave Dental Center,40.640178,-74.004355,"5115 8th Ave, New York, NY 11220",New York,Sunset Park,Doctor's Office
28,Douglass Jamie - Allcare Physical Therapy,40.610432,-73.960937,"1213 Avenue P, New York, NY 11230",New York,Manhattan Terrace,Doctor's Office
28,CityMD Park Slope Urgent Care - Brooklyn,40.670051,-73.985872,"420 5th Ave (8th Street), Brooklyn, NY 11215",Brooklyn,Park Slope,Doctor's Office
28,Chai Urgent Care,40.698655,-73.956713,"735 Bedford Ave, Brooklyn, NY 11205",Brooklyn,Williamsburg,Doctor's Office
28,Ocean Ave Dental,40.607744,-73.952734,"2211 Ocean Ave (Ave R), Brooklyn, NY 11229",Brooklyn,Gravesend,Doctor's Office
28,Michael Emanuel DDS,40.5997,-73.955472,"2053 E 16th St (Ave T and Ave U), Brooklyn, NY 11229",Brooklyn,Gravesend,Doctor's Office
28,Bay Ridge Orthopedic Association Of Sheepshead Bay,40.607263,-73.942526,"2950 Avenue R, Brooklyn, NY 11229",Brooklyn,Sheepshead Bay,Doctor's Office
28,Quest Diagnostics,40.635191,-73.96368,"1416 Newkirk Ave, Brooklyn, NY 11226",Brooklyn,Ditmas Park West,Doctor's Office
28,Maimonides Pediatric Primary Care Center,40.630431,-73.996258,"1301 57th St (13th Ave), Brooklyn, NY 11219",Brooklyn,Borough Park,Doctor's Office
28,Methodist Hospital Emergency Room,40.668216,-73.980001,"506 6th St, Brooklyn, NY 11215",Brooklyn,Park Slope,Doctor's Office
28,Brooklyn Medical Group PC,40.64327,-73.979768,"446 McDonald Ave, Brooklyn, NY 11218",Brooklyn,Kensington,Doctor's Office
28,Methodist Hospital Emergency Room,40.668216,-73.980001,"506 6th St, Brooklyn, NY 11215",Brooklyn,Park Slope,Doctor's Office
28,Ditmas Park Care Center,40.640146,-73.957728,"2107 Ditmas Ave, Brooklyn, NY 11226",Brooklyn,Flatbush,Doctor's Office
28,Interfaith Medical Center,40.678147,-73.937345,"1545 Atlantic Ave (Troy Ave), Brooklyn, NY 11213",Brooklyn,Bedford,Doctor's Office
28,Superior Ambulette,40.67881,-73.956908,"1091 Pacific St, Brooklyn, NY 11238",Brooklyn,Prospect Heights,Doctor's Office
28,Bond Vet - East Village,40.732918,-73.981096,"282 1st Ave, New York, NY 10009",New York,Midtown,Doctor's Office
28,"NYC Health + Hospitals/Gotham Health, East New York",40.671716,-73.895242,"2094 Pitkin Ave, Brooklyn, NY 11207",Brooklyn,Broadway Junction,Doctor's Office
28,One Medical,40.674642,-73.976171,"794 Union St, Brooklyn, NY 11215",Brooklyn,Park Slope,Doctor's Office
28,Garden Dental Arts,40.683078,-73.96658,"511 Clinton Ave, Brooklyn, NY 11238",Brooklyn,Adelphi,Doctor's Office
28,Community Chiropractic,40.673482,-73.972619,"71 8th Ave (Union), Brooklyn, NY 11217",Brooklyn,Park Slope,Doctor's Office
28,Pediatrics Associates,40.67602,-73.970374,"20 Plaza St E (Vanderbilt), Brooklyn, NY 11238",Brooklyn,Park Slope,Doctor's Office
28,Park Slope Dental,40.669385,-73.976645,"300 8th Ave (3rd. St), Brooklyn, NY 11215",Brooklyn,Park Slope,Doctor's Office
28,Pediatrics Associates,40.67602,-73.970374,"20 Plaza St E (Vanderbilt), Brooklyn, NY 11238",Brooklyn,Park Slope,Doctor's Office
28,NYU Langone Medical Center Cobble Hill,40.689942,-73.997862,"339 Hicks St, Brooklyn, NY 11201",Brooklyn,Brooklyn Heights,Doctor's Office
28,"MedRite Urgent Care, Clinton Hill",40.693322,-73.964578,"504 Myrtle Ave (Ryerson), Brooklyn, NY 11205",Brooklyn,Clinton Hill,Doctor's Office
28,"Uday Shah, MD",40.703883,-73.915109,"199 Saint Nicholas Ave (St. Nicholas Avenue and Harman Street), Brooklyn, NY 11237",Brooklyn,Bushwick,Doctor's Office
28,Institute For Community Living,40.657312,-73.914146,"469 E 98th St, Brooklyn, NY 11212",Brooklyn,Brownsville,Doctor's Office
28,AdvantageCare Physicians,40.675405,-73.896382,"101 Pennsylvania Ave (Emerald St), Brooklyn, NY 11207",Brooklyn,Broadway Junction,Doctor's Office
28,Ocean Ave Dental,40.607744,-73.952734,"2211 Ocean Ave (Ave R), Brooklyn, NY 11229",Brooklyn,Gravesend,Doctor's Office
28,Avenue J Medical Center,40.627395,-73.936979,"4010 Avenue J, Brooklyn, NY 11210",Brooklyn,Flatlands,Doctor's Office
28,Michael Emanuel DDS,40.5997,-73.955472,"2053 E 16th St (Ave T and Ave U), Brooklyn, NY 11229",Brooklyn,Gravesend,Doctor's Office
28,Eye Appeal,40.587271,-73.953079,"1607 Sheepshead Bay Rd, Brooklyn, NY 11235",Brooklyn,Sheepshead Bay,Doctor's Office
28,Dolphin Dental PC,40.581055,-73.967985,"2844 Ocean Pkwy, Brooklyn, NY 11235",Brooklyn,Home Crest,Doctor's Office
28,Digestive Diseases Diagnostic & Treatment Center,40.607866,-73.980172,"214 Avenue P, Brooklyn, NY 11204",Brooklyn,Bensonhurst,Doctor's Office
28,Boro Park Obstetrics & Gynecology,40.626302,-73.993569,"5925 15th Ave (59th St & 60th St), Brooklyn, NY 11219",Brooklyn,Bensonhurst,Doctor's Office
28,New York Community Hospital,40.613889,-73.948528,"2525 Kings Hwy, Brooklyn, NY 11229",Brooklyn,Manhattan Terrace,Doctor's Office
28,TRi Physical Therapy of Brooklyn,40.601592,-73.961205,"2279 Coney Island Ave, Brooklyn, NY 11223",Brooklyn,Gravesend,Doctor's Office
28,Metropolitan Dental Arts,40.711802,-73.951067,"380 Union Ave (Powers St), Brooklyn, NY 11211",Brooklyn,South Side,Doctor's Office
28,Spri,40.582019,-73.960188,"3044 Coney Island Ave, Brooklyn, NY 11235",Brooklyn,Brighton Beach,Doctor's Office
28,Gouverneur Health,40.713015,-73.988166,"227 Madison St (btw Clinton & Jefferson St), New York, NY 10002",New York,Downtown,Doctor's Office
28,Vinegar Hill Vet,40.702673,-73.991688,"57 Front St, Brooklyn, NY 11201",Brooklyn,Brooklyn Heights,Doctor's Office
28,CityMD Prospect Heights Urgent Care - Brooklyn,40.678202,-73.9735,"288 Flatbush Ave (7th Ave), Brooklyn, NY 11217",Brooklyn,Fort Greene,Doctor's Office
28,Kings County Behavioral Health Center,40.656347,-73.946365,"New York, NY 11203",New York,Prospect,Doctor's Office
28,NY Eye & Vision Center,40.700139,-73.90699,"5543 Myrtle Ave, Ridgewood, NY 11385",Ridgewood,Bushwick,Doctor's Office
28,Amber Court Of Brooklyn,40.648957,-73.897925,"650 E 104th St, Brooklyn, NY 11236",Brooklyn,Canarsie,Doctor's Office
28,"Chiu, Gregorio Dr - Advantagecare Physicians Kings Highway Medical Office",40.604736,-73.942386,"3245 Nostrand Ave (at Avenue S), Brooklyn, NY 11229",Brooklyn,Sheepshead Bay,Doctor's Office
28,Community Chiropractic,40.673482,-73.972619,"71 8th Ave (Union), Brooklyn, NY 11217",Brooklyn,Park Slope,Doctor's Office
28,Rehabilitation Associates of Brooklyn,40.611374,-73.953913,"2072 Ocean Ave, Brooklyn, NY 11230",Brooklyn,Manhattan Terrace,Doctor's Office
28,Mount Sinai Doctors - Delancey Street,40.719039,-73.988752,"104 Delancey St (Ludlow Street), New York, NY 10002",New York,Chinatown,Doctor's Office
28,NYU Medical Center Emergency Medicine,40.742141,-73.974243,"570 1st Ave (East 34 Street), New York, NY 10016",New York,East Side,Doctor's Office
28,Weill Cornell Medicine,40.692482,-73.99168,"186 Joralemon St (Court Street), Brooklyn, NY 11201",Brooklyn,Boerum Hill,Doctor's Office
28,Quest Diagnostics,40.635191,-73.96368,"1416 Newkirk Ave, Brooklyn, NY 11226",Brooklyn,Ditmas Park West,Doctor's Office
28,Central Pediatric Dentistry,40.636198,-74.009993,"757 60th St, Brooklyn, NY 11220",Brooklyn,Bayridge,Doctor's Office
28,New York Radiology Partners,40.738958,-73.99818,"147 W 15th St, New York, NY 10011",New York,Chelsea,Doctor's Office
28,Hasan Mahfujul,40.857824,-73.901579,"108 E 183rd St, Bronx, NY 10453",Bronx,Fordham,Doctor's Office
28,Schweiger Dermatology Group,40.793971,-73.969443,"137 W 96th St, New York, NY 10025",New York,Manhattan Valley,Doctor's Office
28,Cure Urgent Care,40.785591,-73.949754,"175 E 96th St, New York, NY 10128",New York,Carnegie Hill,Doctor's Office
28,Mount Sinai Faculty Practice Associates,40.789141,-73.954262,"5 E 98th St, New York, NY 10029",New York,Carnegie Hill,Doctor's Office
28,Lenox Hill Hospital,40.773905,-73.960688,"100 E 77th St (at Lexington Ave), New York, NY 10075",New York,Lenox Hill,Doctor's Office
28,The Mount Sinai Hospital,40.790388,-73.952037,"1468 Madison Ave (at E 101st St), New York, NY 10029",New York,Carnegie Hill,Doctor's Office
28,Tribeca Pediatrics - Upper East Side,40.762151,-73.962484,"304 E 62nd St (Bet 1st & 2nd), New York, NY 10065",New York,Lenox Hill,Doctor's Office
28,Central Park Orthodontics,40.786212,-73.968879,"271A Central Park S ((entrance on W.87th St.)), New York, NY 10019",New York,Upper West Side,Doctor's Office
28,Columbia Primary Care Midtown,40.760203,-73.978748,"51 W 51st St (5th and 6th Avenue), New York, NY 10019",New York,Midtown,Doctor's Office
28,NY Orthopedics,40.771645,-73.960623,"159 E 74th St (btw 3rd Ave & Lexington Ave), New York, NY 10021",New York,Lenox Hill,Doctor's Office
28,Manhattan Gastroenterology,40.778185,-73.958254,"983 Park Ave, New York, NY 10028",New York,Upper East Side,Doctor's Office
28,New York Doctors Urgent Care,40.73667,-73.996998,"65 W 13th St (btwn 5th & 6th Ave), New York, NY 10011",New York,Chelsea,Doctor's Office
28,One Medical,40.739489,-73.996498,"114 W 17th St (6th Ave), New York, NY 10011",New York,Chelsea,Doctor's Office
28,Tribeca Pediatrics - Upper East Side,40.762151,-73.962484,"304 E 62nd St (Bet 1st & 2nd), New York, NY 10065",New York,Lenox Hill,Doctor's Office
28,Spring Ob/Gyn,40.724108,-74.000738,"135 Spring St (Between Wooster and Greene Streets), New York, NY 10012",New York,Downtown,Doctor's Office
28,Bond Vet - East Village,40.732918,-73.981096,"282 1st Ave, New York, NY 10009",New York,Midtown,Doctor's Office
28,Spear Physical Therapy Brooklyn Williamsburg,40.719908,-73.960841,"71 N 7th St (btwn Wythe & Kent Avs), Brooklyn, NY 11249",Brooklyn,North Side,Doctor's Office
28,Small Door Veterinary,40.736841,-74.000629,"15 7th Ave, New York, NY 10011",New York,Chelsea,Doctor's Office
28,Betances Health Center,40.713731,-73.983612,"280 Henry St (Montgomery St.), New York, NY 10002",New York,Downtown,Doctor's Office
28,Mount Sinai Doctors - West 14th Street,40.738987,-74.001064,"226 W 14th St (btwn 7th & 8th), New York, NY 10011",New York,Chelsea,Doctor's Office
28,Mount Sinai Beth Israel,40.73283,-73.981713,"10 Nathan D Perlman Pl (btwn E 15th & E 16th St), New York, NY 10003",New York,East Village,Doctor's Office
28,Bond Vet - East Village,40.732918,-73.981096,"282 1st Ave, New York, NY 10009",New York,Midtown,Doctor's Office
28,Central Park West Wellness,40.778006,-73.974985,"146 Central Park W (75th St.), New York, NY 10023",New York,Lincoln Square,Doctor's Office
28,Pediatric & Adolescent Medicine,40.78383,-73.9812,"390 W End Ave (78th St.), New York, NY 10024",New York,Lincoln Square,Doctor's Office
28,Group Health Dental,40.755725,-73.988707,"230 W 41st St, New York, NY 10036",New York,Midtown,Doctor's Office
28,Weill Cornell Medicine,40.692482,-73.99168,"186 Joralemon St (Court Street), Brooklyn, NY 11201",Brooklyn,Boerum Hill,Doctor's Office
28,West 11th Street Pediatrics: Ferrier Genevieve MD,40.734895,-73.996797,"46 W 11th St (btwn 5th & 6th), New York, NY 10011",New York,Downtown,Doctor's Office
28,Elmhurst Hospital Center,40.745082,-73.885837,"7901 Broadway (at 78th St.), Elmhurst, NY 11373",Elmhurst,Elmhurst,Doctor's Office
28,Ardeljansavic Sylvia HSS East River Professional Building New York,40.766581,-73.952213,"523 E 72nd St, New York, NY 10021",New York,Lenox Hill,Doctor's Office
28,Astoria Dental Arts PC,40.762667,-73.916763,"3063 38th St, Astoria, NY 11103",Astoria,Astoria,Doctor's Office
28,Fernandez DR Jose M,40.743832,-73.914917,"4322 50th St, Woodside, NY 11377",Woodside,Dutch Kills,Doctor's Office
28,Queens Medical Imaging,40.721777,-73.84866,"6915 Austin St (Btw 69th Rd and Yellowstone Blvd), Forest Hills, NY 11375",Forest Hills,Forest Hills,Doctor's Office
28,Zwanger-Pesiri Radiology,40.734678,-73.875235,"8812 Queens Blvd, New York, NY 11373",New York,Elmhurst,Doctor's Office
28,Mitchell Lee Weisman,40.723449,-73.844487,"6967 108th St, Forest Hills, NY 11375",Forest Hills,Forest Hills,Doctor's Office
28,Afford Dental PC,40.721435,-73.843105,"10855 Queens Blvd, Forest Hills, NY 11375",Forest Hills,Forest Hills,Doctor's Office
28,Lenny Ramirez Dpm,40.773005,-73.794681,"169 18 26TH Ave, Flushing, NY 11358",Flushing,Auburndale,Doctor's Office
28,Lenox Hill Hospital,40.773905,-73.960688,"100 E 77th St (at Lexington Ave), New York, NY 10075",New York,Lenox Hill,Doctor's Office
28,Spear Physical Therapy Brooklyn Williamsburg,40.719908,-73.960841,"71 N 7th St (btwn Wythe & Kent Avs), Brooklyn, NY 11249",Brooklyn,North Side,Doctor's Office
28,Mid Flushing Medical Arts,40.760783,-73.827492,"13678 39th Ave, Flushing, NY 11354",Flushing,Down Town Flushing,Doctor's Office
28,North Shore LIJ Forest Hills Hospital Medical Library,40.728818,-73.853761,"9931 66th Ave, Rego Park, NY 11374",Rego Park,Forest Hills,Doctor's Office
28,Neighborhood Natural Medicine,40.710225,-73.949523,"30 Maujer St, Brooklyn, NY 11206",Brooklyn,South Side,Doctor's Office
28,First Class Medical Pc,40.698383,-73.833722,"8715 115th St, New York, NY 11418",New York,Richmond Hill,Doctor's Office
28,Main Street Radiology,40.710442,-73.865703,"8314 Cooper Ave, Glendale, NY 11385",Glendale,Glendale,Doctor's Office
28,Queens Medical Imaging,40.721777,-73.84866,"6915 Austin St (Btw 69th Rd and Yellowstone Blvd), Forest Hills, NY 11375",Forest Hills,Forest Hills,Doctor's Office
28,Davis Visionworks,40.653903,-73.871654,"494 Gateway Dr, Brooklyn, NY 11239",Brooklyn,Spring Creek,Doctor's Office
28,R & I Dental,40.68369,-73.84741,"9302 101st Ave, Ozone Park, NY 11416",Ozone Park,Woodhaven,Doctor's Office
28,Primacare Pharmacy,40.757229,-73.82933,"4128 Main St, Flushing, NY 11355",Flushing,Queensboro Hills,Doctor's Office
28,Chinatown Cardiology,40.760764,-73.830331,"13620 38th Ave, Flushing, NY 11354",Flushing,Down Town Flushing,Doctor's Office
28,"Shiuann-Rong Chen, DDS",40.759696,-73.823609,"4107 Bowne St, Flushing, NY 11355",Flushing,Down Town Flushing,Doctor's Office
28,Infusion Suite At Northwell Health,40.785087,-73.708581,"865 Northern Blvd (Office of Rheumatology), Great Neck, NY 11021",Great Neck,East Garden City,Doctor's Office
28,Grace Plaza of Great Neck,40.788635,-73.722246,"15 Saint Pauls Pl, Great Neck, NY 11021",Great Neck,East Garden City,Doctor's Office
28,2 Pro Health Plaza,40.75933,-73.691783,"2 Ohio Dr (Marcus Ave), New Hyde Park, NY 11042",New Hyde Park,Glen Oaks,Doctor's Office
28,Firehouse Health Center,40.705164,-73.798408,"8956 162nd St, Jamaica, NY 11432",Jamaica,Jamaica,Doctor's Office
28,Corbin Family Dental Arts,40.766654,-73.783406,"20417 35th Ave, Bayside, NY 11361",Bayside,Bayside,Doctor's Office
28,Healing Rays,40.728486,-73.810054,"7161 159th St, Fresh Meadows, NY 11365",Fresh Meadows,Pomonok,Doctor's Office
28,PM Pediatrics,40.736389,-73.714382,"25311 Hillside Ave, Bellerose, NY 11426",Bellerose,Bellerose,Doctor's Office
28,Healthy Latino Community,40.712686,-73.79732,"8506 167th St, Jamaica, NY 11432",Jamaica,Jamaica Hills,Doctor's Office
28,21 Century Cosmetic Dentistry,40.710316,-73.794325,"16819 Hillside Ave, Jamaica, NY 11432",Jamaica,Jamaica Hills,Doctor's Office
28,21 Century Cosmetic Dentistry,40.710316,-73.794325,"16819 Hillside Ave, Jamaica, NY 11432",Jamaica,Jamaica Hills,Doctor's Office
28,Queens Long Island Dental Care,40.661622,-73.709926,"260 W Sunrise Hwy, Valley Stream, NY 11581",Valley Stream,Rosedale,Doctor's Office
28,Howard Opticians,40.665915,-73.708456,"54 S Central Ave, Valley Stream, NY 11580",Valley Stream,Rosedale,Doctor's Office
28,Mirkin Jean Optcn,40.580139,-73.837617,"253 Beach 116th St, New York, NY 11694",New York,Boardwalk,Doctor's Office
28,21 Century Radiology & Imaging,40.582019,-73.960188,"3044 Coney Island Ave, Brooklyn, NY 11235",Brooklyn,Brighton Beach,Doctor's Office
28,Dr Bronfman's Office,40.760696,-73.824562,"40-04 Sanford Avenue, Flushing, NY 11355",Flushing,Down Town Flushing,Doctor's Office
28,NYU Langone Great Neck Medical Group,40.77593,-73.731912,"488 Great Neck Rd, Great Neck, NY 11021",Great Neck,Little Neck,Doctor's Office
28,Central Assisted Living,40.605492,-73.751199,"1509 Central Ave, Far Rockaway, NY 11691",Far Rockaway,Far Rockaway,Doctor's Office
28,Park Nursing Home,40.578481,-73.835121,"128 Beach 115th St, Queens, NY 11694",Queens,Boardwalk,Doctor's Office
28,A Heel Pain Center,40.581958,-73.838031,"11412 Beach Channel Dr, Rockaway Park, NY 11694",Rockaway Park,Boardwalk,Doctor's Office
28,Corbin Family Dental Arts,40.766654,-73.783406,"20417 35th Ave, Bayside, NY 11361",Bayside,Bayside,Doctor's Office
28,New York Blood Center,40.759303,-73.697285,"2500 Marcus Ave, Lake Success, NY 11042",Lake Success,Glen Oaks,Doctor's Office
28,Healing Rays,40.728486,-73.810054,"7161 159th St, Fresh Meadows, NY 11365",Fresh Meadows,Pomonok,Doctor's Office
28,NYPQ Ob/Gyn Clinic,40.739014,-73.805407,"16303 Horace Harding Expy (164th Street), Fresh Meadows, NY 11365",Fresh Meadows,Pomonok,Doctor's Office
28,Dr Griesner,40.723433,-73.845097,"108TH St (Jewel Avenue), Forest Hills, NY 11375",Forest Hills,Forest Hills,Doctor's Office
28,209 NYC Dental,40.759376,-73.967087,"209 E 56th St (3rd Avenue), New York, NY 10022",New York,East Side,Doctor's Office
28,Eye Care Center of Woodhaven,40.693026,-73.859482,"8622 85th St, Woodhaven, NY 11421",Woodhaven,Woodhaven,Doctor's Office
28,Forest Hills Pediatric Group,40.722641,-73.842363,"10848 70th Rd, Forest Hills, NY 11375",Forest Hills,Forest Hills,Doctor's Office
28,Dr Rogoff's Dental Group,40.58218,-73.837778,"11508 Beach Channel Dr, Queens, NY 11694",Queens,Boardwalk,Doctor's Office
28,"Hess Michal DVM - Hess, Michal DVM",40.582304,-73.837173,"11410 Beach Channel Dr, New York, NY 11694",New York,Boardwalk,Doctor's Office
28,Transitional Svces for New York of The Rockaways,40.6054,-73.754853,"1308 Beach Channel Dr, Far Rockaway, NY 11691",Far Rockaway,Far Rockaway,Doctor's Office
28,"NewYork-Presbyterian Medical Group Queens - Bariatric Surgery, Colorectal Surgery, General Surgery",40.728911,-73.782701,"18603 Union Tpke, Fresh Meadows, NY 11366",Fresh Meadows,Hill Crest,Doctor's Office
28,Queens Adult Care Center,40.74108,-73.88416,"8008 45th Ave, Elmhurst, NY 11373",Elmhurst,Elmhurst,Doctor's Office
28,"Queens Medical Office, PC",40.693256,-73.861017,"8615 Forest Pkwy, Woodhaven, NY 11421",Woodhaven,Woodhaven,Doctor's Office
28,Sunrise of Staten Island,40.611374,-74.0952,"801 Narrows Rd N, Staten Island, NY 10304",Staten Island,Fox Hills,Doctor's Office
28,Manual Therapy Center,40.612641,-74.071079,"555 Tompkins Ave, Staten Island, NY 10305",Staten Island,Rosebank,Doctor's Office
28,Dr Dave Flynn,40.620983,-74.1098,"960 Bard Ave, Staten Island, NY 10301",Staten Island,Silver Lake,Doctor's Office
28,Sunrise of Staten Island,40.611374,-74.0952,"801 Narrows Rd N, Staten Island, NY 10304",Staten Island,Fox Hills,Doctor's Office
28,Staten Island Medical Center,40.605228,-74.091548,"11 Ralph Pl, Staten Island, NY 10304",Staten Island,Stapleton,Doctor's Office
28,University Hospice-Addeo Hospice Residence,40.581486,-74.131308,"78 Meisner Ave, Staten Island, NY 10306",Staten Island,Egbertville,Doctor's Office
